iter	Poisson
1498	-1444.661492
1499	-1444.662044
1500	-1444.662921
1501	-1444.663658
1502	-1444.664627
1503	-1444.665111
1504	-1444.665772
1505	-1444.666236
1506	-1444.667267
1507	-1444.667937
1508	-1444.668736
1509	-1444.669358
1510	-1444.669827
1511	-1444.670342
1512	-1444.671099
1513	-1444.672042
1514	-1444.672256
1515	-1444.672851
1516	-1444.673894
1517	-1444.674347
1518	-1444.67471
1519	-1444.675714
1520	-1444.676023
1521	-1444.676547
1522	-1444.677004
1523	-1444.677311
1524	-1444.677492
1525	-1444.677688
1526	-1444.678248
1527	-1444.679184
1528	-1444.67936
1529	-1444.679703
1530	-1444.680179
1531	-1444.680692
1532	-1444.683147
1533	-1444.684157
1534	-1444.684987
1535	-1444.685862
1536	-1444.686607
1537	-1444.686818
1538	-1444.687285
1539	-1444.688076
1540	-1444.688778
1541	-1444.689271
1542	-1444.690833
1543	-1444.691567
1544	-1444.692579
1545	-1444.693141
1546	-1444.693946
1547	-1444.69484
1548	-1444.69513
1549	-1444.695744
1550	-1444.699452
1551	-1444.700099
1552	-1444.700989
1553	-1444.701413
1554	-1444.701615
1555	-1444.702565
1556	-1444.703427
1557	-1444.704227
1558	-1444.704779
1559	-1444.705407
1560	-1444.706264
1561	-1444.707735
1562	-1444.709436
1563	-1444.712281
1564	-1444.712792
1565	-1444.714
1566	-1444.714143
1567	-1444.714463
1568	-1444.71502
1569	-1444.715857
1570	-1444.719198
1571	-1444.719888
1572	-1444.720132
1573	-1444.720921
1574	-1444.721268
1575	-1444.722641
1576	-1444.723305
1577	-1444.72426
1578	-1444.725526
1579	-1444.726887
1580	-1444.727739
1581	-1444.728821
1582	-1444.729761
1583	-1444.730512
1584	-1444.731285
1585	-1444.733077
1586	-1444.733433
1587	-1444.733746
1588	-1444.734609
1589	-1444.735364
1590	-1444.736089
1591	-1444.736548
1592	-1444.737203
1593	-1444.738153
1594	-1444.738879
1595	-1444.740214
1596	-1444.741158
1597	-1444.741559
1598	-1444.742059
1599	-1444.742441
1600	-1444.742936
1601	-1444.743488
1602	-1444.74436
1603	-1444.745742
1604	-1444.747834
1605	-1444.748529
1606	-1444.749358
1607	-1444.750927
1608	-1444.751801
1609	-1444.752645
1610	-1444.753286
1611	-1444.753976
1612	-1444.754145
1613	-1444.754622
1614	-1444.755313
1615	-1444.755805
1616	-1444.75628
1617	-1444.7568
1618	-1444.75763
1619	-1444.758338
1620	-1444.759205
1621	-1444.759747
1622	-1444.760874
1623	-1444.761563
1624	-1444.762031
1625	-1444.76266
1626	-1444.76319
1627	-1444.763782
1628	-1444.765462
1629	-1444.766183
1630	-1444.766683
1631	-1444.766845
1632	-1444.767453
1633	-1444.768396
1634	-1444.769268
1635	-1444.770265
1636	-1444.771013
1637	-1444.772381
1638	-1444.773009
1639	-1444.774514
1640	-1444.775394
1641	-1444.775971
1642	-1444.776215
1643	-1444.776766
1644	-1444.777799
1645	-1444.779283
1646	-1444.781155
1647	-1444.781521
1648	-1444.78249
1649	-1444.783234
1650	-1444.786063
1651	-1444.786499
1652	-1444.787138
1653	-1444.787576
1654	-1444.788635
1655	-1444.789089
1656	-1444.789692
1657	-1444.790945
1658	-1444.792732
1659	-1444.793384
1660	-1444.793728
1661	-1444.79537
1662	-1444.796189
1663	-1444.796926
1664	-1444.797659
1665	-1444.798071
1666	-1444.799351
1667	-1444.799956
1668	-1444.801146
1669	-1444.801648
1670	-1444.802056
1671	-1444.802817
1672	-1444.803066
1673	-1444.803861
1674	-1444.80454
1675	-1444.80556
1676	-1444.806433
1677	-1444.807167
1678	-1444.807762
1679	-1444.808482
1680	-1444.808661
1681	-1444.80879
1682	-1444.809845
1683	-1444.811384
1684	-1444.812348
1685	-1444.812811
1686	-1444.813957
1687	-1444.814583
1688	-1444.815393
1689	-1444.815698
1690	-1444.817204
1691	-1444.819051
1692	-1444.819425
1693	-1444.82
1694	-1444.822492
1695	-1444.823025
1696	-1444.824473
1697	-1444.825061
1698	-1444.825594
1699	-1444.826623
1700	-1444.827024
1701	-1444.827631
1702	-1444.828513
1703	-1444.829229
1704	-1444.830255
1705	-1444.830734
1706	-1444.831652
1707	-1444.832228
1708	-1444.8331
1709	-1444.834066
1710	-1444.834499
1711	-1444.835146
1712	-1444.835736
1713	-1444.836116
1714	-1444.836852
1715	-1444.837285
1716	-1444.841038
1717	-1444.843912
1718	-1444.84441
1719	-1444.844886
1720	-1444.8471
1721	-1444.847698
1722	-1444.848548
1723	-1444.849064
1724	-1444.849784
1725	-1444.851068
1726	-1444.854463
1727	-1444.854868
1728	-1444.855469
1729	-1444.856603
1730	-1444.857263
1731	-1444.858372
1732	-1444.858761
1733	-1444.85927
1734	-1444.860273
1735	-1444.860702
1736	-1444.862242
1737	-1444.862929
1738	-1444.863892
1739	-1444.864344
1740	-1444.864911
1741	-1444.86567
1742	-1444.866188
1743	-1444.866838
1744	-1444.867398
1745	-1444.868599
1746	-1444.868965
1747	-1444.86942
1748	-1444.869727
1749	-1444.870073
1750	-1444.870862
1751	-1444.872667
1752	-1444.872851
1753	-1444.873203
1754	-1444.876239
1755	-1444.877542
1756	-1444.878595
1757	-1444.881315
1758	-1444.882355
1759	-1444.883252
1760	-1444.883993
1761	-1444.88432
1762	-1444.884979
1763	-1444.885473
1764	-1444.886183
1765	-1444.88724
1766	-1444.888103
1767	-1444.888595
1768	-1444.889753
1769	-1444.890295
1770	-1444.890737
1771	-1444.891244
1772	-1444.891395
1773	-1444.892325
1774	-1444.893066
1775	-1444.895659
1776	-1444.895994
1777	-1444.896364
1778	-1444.897622
1779	-1444.897933
1780	-1444.898419
1781	-1444.898778
1782	-1444.899006
1783	-1444.899608
1784	-1444.900008
1785	-1444.900655
1786	-1444.901846
1787	-1444.902118
1788	-1444.902513
1789	-1444.903541
1790	-1444.90407
1791	-1444.904386
1792	-1444.904771
1793	-1444.905163
1794	-1444.906301
1795	-1444.907936
1796	-1444.908404
1797	-1444.909257
1798	-1444.909562
1799	-1444.910486
1800	-1444.911298
1801	-1444.911561
1802	-1444.912235
1803	-1444.914002
1804	-1444.915049
1805	-1444.915559
1806	-1444.916582
1807	-1444.916836
1808	-1444.917101
1809	-1444.917392
1810	-1444.918198
1811	-1444.918547
1812	-1444.918803
1813	-1444.919331
1814	-1444.919804
1815	-1444.920138
1816	-1444.920613
1817	-1444.921156
1818	-1444.921804
1819	-1444.922878
1820	-1444.925994
1821	-1444.926282
1822	-1444.926715
1823	-1444.927278
1824	-1444.927676
1825	-1444.928481
1826	-1444.928733
1827	-1444.929581
1828	-1444.930491
1829	-1444.931391
1830	-1444.932295
1831	-1444.933107
1832	-1444.933897
1833	-1444.93466
1834	-1444.935524
1835	-1444.936779
1836	-1444.937345
1837	-1444.93771
1838	-1444.938213
1839	-1444.939936
1840	-1444.940648
1841	-1444.943365
1842	-1444.944075
1843	-1444.94468
1844	-1444.945345
1845	-1444.947741
1846	-1444.948352
1847	-1444.948649
1848	-1444.9492
1849	-1444.94992
1850	-1444.950631
1851	-1444.952165
1852	-1444.952636
1853	-1444.952853
1854	-1444.953184
1855	-1444.953642
1856	-1444.954188
1857	-1444.956056
1858	-1444.957014
1859	-1444.957615
1860	-1444.958207
1861	-1444.958868
1862	-1444.959627
1863	-1444.96028
1864	-1444.960666
1865	-1444.961299
1866	-1444.961427
1867	-1444.962927
1868	-1444.963478
1869	-1444.963951
1870	-1444.964241
1871	-1444.964659
1872	-1444.966026
1873	-1444.96717
1874	-1444.967294
1875	-1444.968064
1876	-1444.969323
1877	-1444.970022
1878	-1444.970315
1879	-1444.97145
1880	-1444.971848
1881	-1444.972221
1882	-1444.972484
1883	-1444.972882
1884	-1444.974146
1885	-1444.97472
1886	-1444.975054
1887	-1444.976389
1888	-1444.977842
1889	-1444.978314
1890	-1444.978983
1891	-1444.979842
1892	-1444.980182
1893	-1444.980693
1894	-1444.981418
1895	-1444.981623
1896	-1444.982249
1897	-1444.98265
1898	-1444.983054
1899	-1444.984404
1900	-1444.985518
1901	-1444.987338
1902	-1444.987599
1903	-1444.987958
1904	-1444.989049
1905	-1444.989803
1906	-1444.990314
1907	-1444.990549
1908	-1444.991306
1909	-1444.994732
1910	-1444.995298
1911	-1444.995557
1912	-1444.996031
1913	-1444.996172
1914	-1444.996974
1915	-1444.997487
1916	-1444.998285
1917	-1444.999091
1918	-1444.999571
1919	-1444.99998
1920	-1445.000615
1921	-1445.001365
1922	-1445.001896
1923	-1445.002965
1924	-1445.003221
1925	-1445.004203
1926	-1445.004643
1927	-1445.004746
1928	-1445.00525
1929	-1445.005528
1930	-1445.006034
1931	-1445.006134
1932	-1445.007004
1933	-1445.007395
1934	-1445.00767
1935	-1445.008329
1936	-1445.008734
1937	-1445.008986
1938	-1445.00952
1939	-1445.010073
1940	-1445.010511
1941	-1445.011536
1942	-1445.012346
1943	-1445.012675
1944	-1445.013242
1945	-1445.013814
1946	-1445.014295
1947	-1445.015165
1948	-1445.015927
1949	-1445.016926
1950	-1445.017624
1951	-1445.018324
1952	-1445.018554
1953	-1445.019099
1954	-1445.019826
1955	-1445.020749
1956	-1445.021003
1957	-1445.021285
1958	-1445.021651
1959	-1445.022428
1960	-1445.023385
1961	-1445.023653
1962	-1445.024495
1963	-1445.02587
1964	-1445.026719
1965	-1445.027091
1966	-1445.027812
1967	-1445.027995
1968	-1445.028223
1969	-1445.029359
1970	-1445.030027
1971	-1445.030518
1972	-1445.030805
1973	-1445.031711
1974	-1445.031937
1975	-1445.032428
1976	-1445.032893
1977	-1445.033199
1978	-1445.034036
1979	-1445.035065
1980	-1445.035377
1981	-1445.035892
1982	-1445.036339
1983	-1445.037145
1984	-1445.037621
1985	-1445.038141
1986	-1445.038549
1987	-1445.039315
1988	-1445.039999
1989	-1445.040742
1990	-1445.040916
1991	-1445.041286
1992	-1445.041803
1993	-1445.042578
1994	-1445.043245
1995	-1445.044283
1996	-1445.044907
1997	-1445.045353
1998	-1445.046655
1999	-1445.047097
